@relation readyfile-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
-784,-386,-57,2956,-632,-2624,Idle
-895,-516,-145,3204,-615,-2805,Idle
-828,-284,-172,2726,-680,-2353,Idle
-307,-621,-178,3517,-208,-3032,Idle
-735,-584,-93,3335,-322,-2986,Idle
-1027,-684,-1129,1523,-811,-1267,Idle
-1126,-647,-1150,1902,-795,-1583,Idle
-952,-683,-967,1177,-811,-950,Idle
-933,-333,-501,2512,-713,-2172,Idle
-1069,-507,-897,2248,-746,-1900,Idle
1613,1362,2014,2676,1064,-1629,Idle
1559,1045,2014,2231,835,-1357,Idle
1664,1549,2014,3072,1129,-1991,Idle
1022,772,2014,1276,-142,-995,Idle
1256,868,2014,1754,379,-1176,Idle
-178,-174,-70,3830,297,-3167,Idle
344,540,564,3714,689,-3348,Idle
-219,-606,-376,3780,-44,-3077,Idle
1473,1534,2014,3335,1178,-2624,Idle
981,1143,1431,3566,1031,-3213,Idle
506,-347,1232,-173,-322,181,Idle
444,-336,1146,-140,-256,135,Idle
594,-371,1337,-156,-371,90,Idle
338,-287,1064,-90,-93,90,Idle
309,-254,1032,-41,-12,90,Idle
387,-317,1091,-90,-175,45,Idle
1014,-141,1979,386,-1268,-181,Idle
927,-378,1766,205,-1007,-135,Idle
885,232,2014,716,-1202,-226,Idle
690,-414,1479,-123,-534,-90,Idle
771,-438,1631,57,-697,0,Idle
-663,-441,-589,2001,-289,-1538,Idle
-684,-417,-474,2297,-191,-1764,Idle
-732,-492,-673,1704,-436,-1448,Idle
-694,-414,-180,2825,-338,-2217,Idle
-760,-429,-331,2577,-224,-2036,Idle
266,-200,992,7,69,45,Idle
245,-183,977,40,101,90,Idle
275,-224,1002,-8,4,45,Idle
-897,-557,-703,1441,-501,-1131,Idle
-982,-614,-745,1194,-550,-905,Idle
-711,-431,-133,3039,-289,-2489,Idle
-645,-426,-67,3220,-305,-2624,Idle
-690,-395,-243,2808,-289,-2217,Idle
-168,-504,-85,3533,-273,-2760,Idle
-382,-408,-48,3335,-305,-2715,Idle
-897,-569,-846,1754,-583,-1312,Idle
-832,-477,-724,2034,-534,-1583,Idle
-909,-623,-883,1441,-599,-1086,Idle
-667,-377,-360,2561,-354,-1991,Idle
-703,-414,-526,2264,-468,-1810,Idle
1062,1081,2014,2759,2010,-950,Idle
822,852,2014,2281,1308,-814,Idle
1674,1293,2014,3138,2254,-1267,Idle
710,597,2014,1111,-615,-497,Idle
708,802,2014,1671,379,-633,Idle
-145,-89,68,3764,232,-2896,Idle
401,531,840,3665,689,-2896,Idle
-202,-519,-108,3764,-110,-2760,Idle
2020,1413,2014,3204,1961,-1945,Idle
1628,1189,1964,3368,1357,-2624,Idle
84,-116,-331,-3155,346,1267,Idle
6,-126,-504,-2858,362,1267,Idle
273,-39,113,-3633,330,1357,Idle
170,-105,-117,-3418,362,1267,Idle
-205,-197,-649,-2216,477,1176,Idle
-262,-234,-610,-1919,477,1086,Idle
-87,-158,-618,-2545,428,1267,Idle
1190,514,1904,-3534,-77,995,Idle
1097,406,1497,-3731,4,1176,Idle
1152,520,2014,-3237,-77,769,Idle
602,139,675,-3847,150,1267,Idle
425,60,381,-3781,248,1357,Idle
872,268,1082,-3814,85,1221,Idle
-280,-434,-258,-25,-142,271,Idle
-244,-449,-190,123,-175,226,Idle
-313,-404,-360,-321,-12,452,Idle
-309,-422,-306,-173,-93,362,Idle
-148,-491,-58,320,-191,90,Idle
-118,-506,3,403,-191,45,Idle
-199,-471,-126,222,-191,181,Idle
-337,-296,-549,-1376,362,905,Idle
-304,-318,-514,-1161,248,769,Idle
-334,-272,-585,-1639,444,995,Idle
-273,-368,-456,-717,118,633,Idle
-292,-386,-408,-519,52,543,Idle
-283,-342,-477,-914,183,724,Idle
347,-69,1098,650,297,-135,Idle
317,-77,1155,633,281,-90,Idle
360,-113,1049,650,248,-181,Idle
362,-81,1067,650,281,-181,Idle
284,-125,1322,584,248,-45,Idle
281,-143,1443,535,248,0,Idle
297,-99,1227,617,264,-90,Idle
380,-164,1034,600,118,-226,Idle
362,-162,1023,633,183,-226,Idle
381,-176,1053,650,118,-271,Idle
338,-150,995,633,199,-226,Idle
341,-146,1001,650,232,-181,Idle
347,-158,1005,633,199,-181,Idle
558,150,2014,-1178,85,362,Idle
645,240,2014,-1590,118,362,Idle
330,3,2014,-486,85,226,Idle
476,88,2014,-832,85,271,Idle
833,397,2014,-2446,20,588,Idle
1035,468,2014,-2875,-28,678,Idle
713,333,2014,-2018,85,452,Idle
282,-158,1674,403,216,90,Idle
255,-161,1775,304,183,135,Idle
281,-152,1562,485,232,45,Idle
195,-120,2014,7,134,226,Idle
237,-65,2014,-222,101,226,Idle
213,-155,1901,189,150,181,Idle
-94,-536,137,518,-175,45,Idle
-97,-516,65,469,-175,45,Idle
309,39,965,90,-28,45,Up
305,37,968,90,-12,45,Up
309,37,966,73,-28,45,Up
306,40,966,90,-12,0,Up
306,48,966,90,-12,45,Up
299,45,966,90,-28,0,Up
300,48,963,73,-28,45,Up
297,36,966,90,-28,45,Up
297,37,965,90,-28,0,Up
297,34,969,73,-12,0,Up
300,36,966,90,-12,45,Up
309,37,965,73,-28,45,Up
303,37,963,73,-28,45,Up
305,39,965,90,-28,45,Up
311,40,965,57,-28,135,Up
306,49,966,73,-28,90,Up
311,49,959,90,-28,0,Up
303,45,962,57,-44,45,Up
302,45,963,73,-28,90,Up
302,45,965,73,-12,90,Up
303,51,963,73,-44,0,Up
297,48,965,90,-12,45,Up
303,45,968,90,-12,45,Up
300,45,965,90,-12,45,Up
297,48,962,73,-28,45,Up
303,45,960,90,-12,45,Up
311,46,963,90,-12,0,Up
305,45,965,73,-44,-45,Up
291,-60,921,222,-28,0,Up
309,-60,926,205,-28,0,Up
293,-26,936,205,-12,0,Up
285,-56,894,222,-28,0,Up
296,-65,896,205,-44,0,Up
296,-60,902,189,-44,0,Up
297,-59,917,205,-28,0,Up
302,-57,1031,156,-44,-45,Up
267,-57,1040,156,20,-45,Up
324,-77,996,139,-77,0,Up
338,-65,1001,139,-61,45,Up
338,-27,1038,205,36,-45,Up
351,-27,1004,205,20,-45,Up
303,-35,1052,189,52,0,Up
309,37,965,90,-12,45,Up
305,36,965,90,4,45,Up
299,36,969,90,-12,45,Up
314,39,966,90,4,45,Up
299,37,969,73,-12,90,Up
294,40,968,73,-28,45,Up
297,33,966,90,-12,45,Up
281,-60,909,172,-28,0,Up
294,-57,908,172,-12,0,Up
282,-62,911,189,-44,0,Up
270,-60,908,172,-44,0,Up
297,36,968,90,-12,45,Up
294,43,977,90,-28,45,Up
299,37,966,90,4,45,Up
305,48,962,73,-12,45,Up
306,51,962,73,-28,90,Up
308,46,962,73,-28,45,Up
306,49,963,90,-12,45,Up
300,46,966,73,-28,45,Up
303,46,966,73,-28,45,Up
300,45,966,73,-28,90,Up
303,37,966,73,-44,0,Up
303,43,963,73,-12,45,Up
305,51,968,90,-12,45,Up
297,43,963,73,-12,90,Up
306,43,963,57,-28,45,Up
305,43,963,73,-12,45,Up
306,46,966,73,-28,0,Up
306,46,963,90,-12,45,Up
305,42,965,90,-12,45,Up
296,45,965,106,4,90,Up
306,45,966,73,-12,45,Up
305,42,966,90,-12,45,Up
306,42,963,90,-12,0,Up
306,43,965,90,-12,45,Up
296,48,966,90,-12,45,Up
305,39,966,73,-12,45,Up
293,46,968,90,-28,45,Up
306,48,965,73,-12,45,Up
303,40,969,73,-28,45,Up
300,43,963,90,-28,45,Up
308,42,968,73,-28,45,Up
306,45,968,73,-12,45,Up
300,40,968,90,-12,45,Up
300,45,965,73,-28,45,Up
306,46,963,90,-12,45,Up
299,48,963,73,-12,45,Up
308,48,965,73,-28,45,Up
306,45,966,90,-12,45,Up
309,43,963,73,-12,45,Up
303,46,965,73,-12,90,Up
303,46,963,57,-28,45,Up
305,43,963,90,-12,45,Up
300,48,966,73,-28,45,Up
305,48,965,90,-12,45,Up
305,51,965,73,-12,90,Up
302,43,960,90,-12,45,Up
305,48,963,73,-12,90,Up
309,46,965,90,-12,0,Up
300,48,962,73,-28,45,Up
306,45,968,90,-12,45,Up
305,49,963,73,-12,90,Up
303,45,965,90,-12,45,Up
303,45,972,90,-12,45,Up
297,46,962,90,-12,45,Up
300,45,969,73,-12,45,Up
293,48,965,90,-12,0,Up
302,45,965,90,4,45,Up
305,45,963,73,-44,0,Up
309,48,965,90,-12,45,Up
312,27,963,106,4,45,Up
303,25,965,123,4,90,Up
306,24,966,106,-28,0,Up
309,21,966,106,4,45,Up
300,28,968,123,4,45,Up
299,31,969,123,-12,45,Up
302,25,968,106,-28,0,Up
300,15,969,123,-12,45,Up
294,18,975,106,-28,45,Up
302,16,971,123,4,45,Up
302,19,977,123,4,45,Up
305,21,966,106,-28,0,Up
308,25,966,106,-12,0,Up
308,21,968,106,-28,45,Up
309,30,963,106,-44,90,Up
320,33,960,106,-12,90,Up
309,34,960,106,-28,45,Up
305,28,960,90,-61,0,Up
318,28,962,106,4,45,Up
312,30,959,106,-12,0,Up
321,31,963,106,-12,45,Up
297,36,966,90,-44,0,Up
300,34,965,106,-12,90,Up
299,27,971,106,-28,45,Up
288,30,971,123,-12,45,Up
305,30,963,106,-28,90,Up
308,31,965,90,-61,0,Up
300,33,966,90,-44,0,Up
329,-9,978,106,20,45,Up
324,-3,965,123,36,45,Up
347,-8,1016,139,4,45,Up
339,-12,995,123,4,0,Up
311,10,950,123,20,45,Up
315,13,950,139,36,45,Up
317,4,953,139,36,0,Up
356,-11,996,189,-28,-45,Up
357,-5,1014,156,4,45,Up
345,-30,969,156,-44,-45,Up
350,-27,984,172,-12,0,Up
362,-6,1032,139,4,45,Up
357,-9,1028,139,20,0,Up
360,-9,1029,156,4,0,Up
317,22,962,139,36,0,Up
308,25,962,123,20,45,Up
306,21,963,156,52,90,Up
312,24,962,123,20,90,Up
309,24,966,123,-12,45,Up
308,24,968,139,4,45,Up
306,21,963,139,20,0,Up
302,21,978,139,36,90,Up
303,19,984,156,36,45,Up
308,19,960,139,36,45,Up
303,19,966,156,36,0,Up
303,18,980,139,36,45,Up
303,19,975,139,36,45,Up
302,19,986,156,52,90,Up
296,-32,959,172,4,-45,Up
294,-41,941,189,4,0,Up
302,-26,969,189,4,0,Up
302,-20,963,189,4,0,Up
305,-50,926,156,4,0,Up
314,-63,921,156,-12,0,Up
303,-47,924,172,-12,45,Up
326,-21,978,189,-28,0,Up
327,-29,956,205,-12,-45,Up
332,-27,969,172,-44,0,Up
326,-23,975,189,-28,0,Up
294,-24,951,189,-28,-45,Up
297,-21,960,189,-12,0,Up
308,-26,941,189,-28,0,Up
341,-69,972,106,-61,0,Up
339,-66,981,106,-44,0,Up
347,-63,983,106,-44,0,Up
345,-72,978,106,-44,0,Up
345,-65,993,123,-44,45,Up
327,-69,998,123,-61,0,Up
347,-63,986,123,-44,45,Up
306,-54,953,139,20,45,Up
321,-50,968,123,4,45,Up
309,-60,924,139,4,0,Up
311,-57,935,139,20,45,Up
336,-47,990,123,-44,45,Up
342,-62,989,123,-44,45,Up
327,-50,981,123,-28,45,Up
300,34,968,90,-12,45,Up
302,31,969,106,4,45,Up
296,31,969,90,4,0,Up
296,30,971,90,-12,45,Up
305,34,966,90,-12,45,Up
309,37,963,90,-12,45,Up
302,31,963,90,-12,45,Up
303,30,968,90,-12,45,Up
308,31,965,106,4,0,Up
308,31,962,106,4,90,Up
299,31,968,90,-12,45,Up
308,27,963,106,4,45,Up
297,28,965,90,4,45,Up
311,31,966,106,4,45,Up
305,34,965,90,4,45,Up
302,39,966,90,4,45,Up
309,37,960,90,-12,45,Up
309,33,963,90,-12,45,Up
342,-30,977,156,-44,0,Up
329,-26,971,189,-44,-45,Up
342,-30,963,172,-28,-45,Up
308,39,965,90,-28,90,Up
306,36,965,90,-28,90,Up
300,37,965,106,-12,0,Up
314,36,968,106,-12,0,Up
317,34,965,90,-12,45,Up
308,33,968,90,-28,45,Up
308,39,962,73,-12,90,Up
309,42,962,57,-44,45,Up
308,36,962,57,-28,45,Up
306,39,962,73,-28,0,Up
305,39,965,73,-28,90,Up
305,36,966,90,-28,45,Up
306,37,966,90,-28,45,Up
314,36,962,90,-12,45,Up
309,37,963,57,-28,135,Up
306,36,965,73,-44,-45,Up
309,33,965,73,-28,0,Up
314,36,962,90,-12,45,Up
311,37,965,90,-28,0,Up
309,34,968,90,-12,45,Up
312,40,963,73,-28,45,Up
309,40,965,73,-28,45,Up
314,43,966,57,-28,45,Up
309,37,963,57,-44,0,Up
309,37,962,90,-12,45,Up
309,33,962,90,-12,45,Up
309,36,965,90,-28,0,Up
309,37,965,90,-12,45,Up
308,36,962,73,-28,45,Up
303,40,962,90,4,45,Up
306,39,963,73,-28,45,Up
305,42,963,90,4,45,Up
308,37,963,73,-28,0,Up
308,36,968,90,-28,45,Up
308,37,960,90,-28,0,Up
306,33,969,90,-12,90,Up
311,31,963,73,-28,45,Up
306,40,966,90,-12,0,Up
308,39,966,90,-12,45,Up
308,37,962,90,-12,45,Up
302,39,966,90,-12,45,Up
305,34,968,73,-12,0,Up
305,40,963,90,-12,0,Up
309,36,966,73,-12,45,Up
308,37,966,90,-12,45,Up
302,36,965,90,-12,45,Up
300,36,963,73,-28,45,Up
299,39,968,73,-28,45,Up
303,36,965,73,-28,45,Up
302,37,968,90,-12,45,Up
312,36,968,90,-44,0,Up
305,39,966,90,-12,0,Up
305,40,963,90,-12,45,Up
302,33,963,73,-28,90,Up
303,37,965,73,-12,45,Up
308,33,965,57,-44,-45,Up
311,37,966,90,-12,45,Up
308,34,966,57,-44,-45,Up
306,37,962,57,-44,-45,Up
311,37,962,90,-12,45,Up
303,43,960,90,-12,45,Up
308,40,962,90,-12,45,Up
303,34,968,90,-12,45,Up
303,36,965,90,-12,45,Up
306,37,968,90,-12,45,Up
300,36,965,90,-12,0,Up
314,40,963,90,-12,45,Up
309,42,962,90,-12,45,Up
314,36,959,73,-28,90,Up
309,36,968,90,-12,45,Up
305,34,962,73,-12,45,Up
314,36,960,90,-12,0,Up
302,40,966,90,-28,45,Up
303,40,966,90,-28,0,Up
303,42,968,73,-28,90,Up
305,42,962,90,-28,45,Up
308,34,962,90,-12,45,Up
303,39,965,73,-28,45,Up
309,36,960,90,-12,45,Up
303,36,965,90,-12,45,Up
300,36,969,90,-28,45,Up
302,33,963,90,-12,45,Up
309,42,966,73,-12,45,Up
312,39,965,90,-12,45,Up
303,42,962,90,-12,45,Up
311,39,965,90,4,45,Up
308,42,965,90,-28,0,Up
312,33,962,90,-12,0,Up
300,37,965,57,-28,0,Up
302,36,965,73,-28,45,Up
303,37,965,90,-12,45,Up
306,34,966,90,-12,45,Up
309,37,963,90,-12,45,Up
303,36,968,73,-12,45,Up
302,33,965,73,-28,45,Up
311,37,971,73,-28,45,Up
303,36,965,73,-28,45,Up
314,39,963,73,-28,45,Up
308,37,965,73,-12,45,Up
306,39,962,90,4,90,Up
308,39,963,90,4,45,Up
300,40,963,73,-12,45,Up
306,40,963,73,-12,45,Up
306,36,962,90,-28,45,Up
303,37,965,73,-28,45,Up
309,40,963,73,-12,45,Up
311,37,966,73,-28,45,Up
305,37,965,90,-12,0,Up
305,37,963,73,-12,90,Up
303,39,965,90,-28,45,Up
306,39,968,90,-12,45,Up
306,42,963,90,-12,45,Up
305,40,965,73,-28,45,Up
305,37,969,90,-28,0,Up
305,39,965,106,4,45,Up
306,42,965,73,-28,45,Up
306,31,966,90,-28,45,Up
308,37,963,90,-12,45,Up
308,39,962,90,-12,45,Up
305,34,966,57,-44,0,Up
305,34,966,90,-12,0,Up
308,36,960,90,-12,45,Up
309,37,965,90,-12,0,Up
311,34,965,73,-28,90,Up
308,40,963,73,-12,90,Up
309,39,960,90,-28,0,Up
302,33,966,90,-12,0,Up
306,36,963,90,-12,45,Up
306,37,965,90,4,0,Up
309,36,968,90,-12,45,Up
303,33,965,73,-28,45,Up
309,36,962,90,-12,45,Up
309,37,963,73,-12,90,Up
305,33,963,90,-12,45,Up
303,39,965,73,-12,45,Up
305,39,965,90,-12,45,Up
303,40,965,73,-28,45,Up
306,40,966,73,-28,45,Up
308,39,963,90,-12,0,Up
309,33,963,90,-12,45,Up
300,36,966,73,-28,45,Up
308,34,966,73,-12,45,Up
306,33,962,90,-12,45,Up
306,34,965,73,-28,45,Up
306,39,962,90,-12,0,Up
305,42,962,90,-12,45,Up
306,37,965,90,-28,45,Up
302,34,965,73,-28,45,Up
302,37,968,90,-28,45,Up
308,36,962,90,-28,45,Up
303,39,963,73,-12,45,Up
300,39,965,90,-12,45,Up
306,36,959,90,-28,0,Up
303,42,962,90,-28,45,Up
308,36,962,90,-12,45,Up
315,42,965,90,-12,45,Up
303,36,965,90,-12,45,Up
305,36,968,90,-12,0,Up
306,40,965,90,-12,0,Up
299,36,966,73,-12,45,Up
306,39,965,90,-28,45,Up
296,34,963,90,-12,0,Up
300,39,966,90,-12,45,Up
300,42,966,90,-44,45,Up
300,42,971,90,-28,45,Up
305,40,968,73,-44,0,Up
306,42,965,90,-28,45,Up
300,40,966,73,-28,0,Up
303,40,963,73,-28,90,Up
303,43,965,73,-28,-45,Up
303,42,965,73,-28,0,Up
302,42,963,90,-28,45,Up
303,37,962,90,-28,45,Up
306,37,966,73,-28,45,Up
300,34,963,90,-12,45,Up
306,40,962,106,-12,45,Up
303,43,965,90,-28,45,Up
302,39,960,90,-12,45,Up
308,37,963,73,-28,45,Up
299,46,969,90,-28,45,Up
306,49,962,90,-12,45,Up
306,45,965,90,-12,0,Up
299,46,963,90,-12,45,Up
309,43,959,106,4,0,Up
311,42,962,90,-12,45,Up
296,42,969,90,-12,45,Up
302,40,965,90,-12,45,Up
299,45,965,106,-12,45,Up
297,45,965,90,-28,0,Up
303,46,965,90,-12,45,Up
297,48,966,90,-12,45,Up
302,45,962,90,-12,45,Up
303,43,963,90,-28,0,Up
306,42,965,106,4,0,Up
305,42,963,106,4,45,Up
299,48,968,90,-12,45,Up
302,46,963,90,-12,45,Up
302,34,966,90,-12,45,Up
303,31,963,90,-12,45,Up
300,36,963,90,-12,45,Up
302,42,965,90,-12,45,Up
303,45,966,90,-28,45,Up
300,39,965,90,-12,45,Up
302,39,969,73,-28,45,Up
300,36,965,90,-12,0,Up
302,36,965,73,-28,90,Up
303,42,963,90,-12,45,Up
306,45,965,90,-12,45,Up
303,39,966,90,-12,45,Up
306,43,968,90,-12,45,Up
312,43,962,90,-12,45,Up
305,45,965,90,-28,45,Up
314,43,965,90,-12,0,Up
309,45,962,90,-12,45,Up
302,39,969,90,-12,45,Up
305,40,969,90,-12,45,Up
305,34,965,90,-12,0,Up
305,40,965,90,-12,45,Up
306,37,966,73,-12,45,Up
311,42,965,90,-12,45,Up
303,37,963,90,-12,45,Up
303,34,962,73,-12,45,Up
311,37,962,90,-12,45,Up
303,42,965,90,-12,45,Up
300,40,965,73,-28,0,Up
303,36,968,90,-12,45,Up
308,39,968,90,-12,0,Up
302,36,965,73,-28,0,Up
309,37,966,73,-12,45,Up
308,40,963,73,-12,90,Up
302,39,965,73,-12,45,Up
300,40,962,73,-12,45,Up
305,34,963,73,-28,45,Up
306,39,965,73,-28,45,Up
308,39,963,90,-28,45,Up
303,39,965,73,-28,45,Up
303,39,968,90,-12,45,Up
309,37,966,73,-28,45,Up
305,37,965,73,-28,45,Up
309,34,963,73,-28,45,Up
306,36,963,90,-28,45,Up
303,36,966,90,4,45,Up
308,37,962,90,4,45,Up
306,39,963,90,4,90,Up
308,39,965,90,4,45,Up
306,34,963,90,-12,45,Up
306,36,962,57,-28,45,Up
314,37,960,90,4,45,Up
318,39,959,90,-12,45,Up
300,39,965,90,-12,45,Up
302,40,963,73,-28,45,Up
300,39,966,90,-12,45,Up
309,40,965,90,-12,45,Up
309,42,968,73,-12,45,Up
306,39,966,90,-12,45,Up
302,40,966,90,-12,45,Up
306,40,965,90,-12,45,Up
305,40,966,90,-12,45,Up
300,40,969,90,-28,90,Up
300,40,965,57,-44,45,Up
302,40,966,73,-28,45,Up
300,39,965,73,-28,90,Up
302,42,965,90,-12,45,Up
308,43,966,73,-12,45,Up
299,40,968,90,-28,90,Up
306,42,966,90,-12,45,Up
306,40,963,90,4,45,Up
309,37,966,73,-12,90,Up
309,42,962,90,-12,90,Up
300,37,963,73,-12,45,Up
300,43,968,90,4,45,Up
305,39,963,90,-12,0,Up
305,40,966,90,-28,45,Up
308,37,966,90,-12,45,Up
306,39,963,90,-12,90,Up
308,37,965,90,-12,0,Up
303,37,965,90,-12,90,Up
308,40,963,73,-12,90,Up
306,37,963,90,-28,45,Up
302,37,966,73,-28,0,Up
300,39,966,73,-12,0,Up
300,40,965,90,-12,45,Up
303,42,965,90,4,45,Up
302,42,966,90,-12,45,Up
300,45,965,90,-12,45,Up
303,43,963,90,-12,45,Up
306,42,962,90,-12,45,Up
302,48,962,90,-12,45,Up
306,46,963,90,-12,45,Up
306,46,968,90,-12,45,Up
303,43,963,90,-12,45,Up
306,46,962,90,-12,45,Up
303,49,965,90,-12,45,Up
308,46,962,90,-12,45,Up
303,43,968,90,-12,45,Up
308,51,966,90,-12,45,Up
308,43,962,90,-12,45,Up
308,45,962,90,-12,45,Up
305,46,965,90,-12,45,Up
165,-630,635,881,-224,-316,Up
171,-627,662,930,-208,-316,Up
185,-629,605,848,-224,-271,Up
167,-636,609,881,-208,-316,Up
209,-578,741,963,-191,-362,Up
210,-584,759,946,-175,-316,Up
192,-608,689,946,-224,-362,Up
200,-597,722,946,-208,-362,Up
152,-711,614,798,-142,-226,Up
134,-696,630,815,-175,-226,Up
305,43,966,90,-12,45,Up
303,48,962,90,-12,45,Up
170,-635,627,815,-208,-226,Up
183,-617,608,848,-208,-271,Up
138,-674,644,815,-191,-226,Up
152,-651,635,815,-208,-271,Up
305,48,968,90,-28,45,Up
305,43,971,90,-28,45,Up
302,51,966,90,-12,45,Up
306,46,966,73,-28,45,Up
305,49,968,90,-12,45,Up
297,49,966,57,-44,-45,Up
303,46,965,90,-28,45,Up
305,46,965,73,-28,45,Up
308,46,963,90,-28,45,Up
305,45,962,90,-28,90,Up
321,48,965,106,-12,45,Up
311,43,960,73,-28,90,Up
303,48,965,90,-28,90,Up
303,46,966,90,-12,45,Up
303,45,959,90,-28,45,Up
309,49,965,73,-28,90,Up
302,45,966,73,-12,45,Up
303,43,963,73,-12,45,Up
305,43,963,73,-28,45,Up
306,39,966,73,-28,45,Up
311,48,963,90,-12,45,Up
311,45,966,90,-12,45,Up
306,49,962,73,-12,45,Up
308,45,963,90,4,45,Up
305,42,962,106,-12,45,Up
311,46,966,90,-28,45,Up
302,46,966,90,-12,45,Up
303,48,966,73,-28,90,Up
303,43,963,73,-28,0,Up
306,46,965,90,-12,45,Up
306,46,965,90,-12,45,Up
354,-281,972,617,-12,-226,Up
332,-284,981,633,-12,-271,Up
389,-264,945,617,20,-226,Up
375,-266,959,617,-12,-226,Up
329,-314,972,666,52,-226,Up
353,-324,950,666,52,-271,Up
327,-291,987,633,20,-226,Up
326,-299,981,650,36,-271,Up
348,-207,989,600,118,-181,Up
344,-221,992,617,101,-226,Up
302,-329,1001,765,85,-362,Up
345,-200,995,600,118,-181,Up
351,-243,975,617,85,-226,Up
372,-254,969,617,52,-226,Up
347,-228,987,617,101,-226,Up
345,-234,992,617,101,-226,Up
320,-455,906,732,-61,-316,Up
300,-465,905,732,-61,-362,Up
345,-423,911,732,-61,-316,Up
344,-441,893,732,-77,-316,Up
324,-491,882,765,-44,-316,Up
335,-501,858,765,-77,-407,Up
309,-474,908,749,-44,-362,Up
320,-479,905,749,-44,-362,Up
345,-360,936,683,36,-271,Up
351,-371,956,683,20,-316,Up
360,-339,944,666,52,-271,Up
350,-356,944,683,36,-271,Up
356,-389,951,716,4,-316,Up
351,-402,930,732,-28,-316,Up
354,-380,957,699,20,-271,Up
-192,-453,-234,-255,20,543,Up
-187,-482,-195,-107,-44,497,Up
201,-620,584,831,-126,-452,Up
-196,-428,-280,-404,85,633,Up
254,-533,866,946,-126,-407,Up
246,-522,885,913,-126,-407,Up
234,-570,807,963,-159,-362,Up
246,-546,848,963,-142,-407,Up
111,-693,560,683,-175,-316,Up
116,-696,557,683,-191,-362,Up
221,-582,767,963,-175,-407,Up
231,-579,777,946,-175,-316,Up
167,-666,545,765,-175,-407,Up
188,-639,563,798,-159,-452,Up
125,-689,558,716,-191,-362,Up
144,-678,552,716,-224,-407,Up
270,-422,987,831,20,-452,Up
297,-398,1001,831,36,-407,Up
293,-440,954,864,4,-407,Up
273,-429,968,848,20,-407,Up
323,-351,984,782,36,-407,Up
309,-338,993,782,69,-316,Up
320,-378,996,798,20,-407,Up
327,-368,984,798,36,-362,Up
279,-482,888,881,-126,-452,Up
285,-479,893,881,-93,-407,Up
242,-513,890,913,-126,-407,Up
260,-500,887,897,-110,-407,Up
309,-456,911,864,-61,-407,Up
317,-447,927,864,-12,-407,Up
296,-471,905,864,-77,-452,Up
47,-816,509,403,-126,-90,Up
38,-803,513,419,-126,-90,Up
75,-857,506,386,-159,-90,Up
63,-833,510,403,-142,-135,Up
54,-780,503,436,-126,-135,Up
44,-771,501,436,-142,-181,Up
50,-795,513,436,-126,-90,Up
53,-792,509,419,-126,-135,Up
71,-882,476,370,-240,-181,Up
75,-887,488,386,-224,-181,Up
50,-858,425,353,-273,-135,Up
60,-867,453,370,-256,-181,Up
80,-878,516,403,-175,-135,Up
78,-870,518,386,-175,-135,Up
83,-890,498,386,-208,-181,Up
80,-888,507,386,-208,-135,Up
90,-680,540,633,-126,-271,Up
101,-681,552,633,-142,-271,Up
89,-701,528,600,-110,-271,Up
83,-698,539,617,-126,-226,Up
104,-719,546,535,-142,-135,Up
105,-707,551,535,-175,-226,Up
105,-699,558,650,-159,-271,Up
120,-738,524,518,-159,-181,Up
47,-744,515,485,-142,-181,Up
54,-737,515,502,-126,-181,Up
48,-762,512,452,-126,-135,Up
50,-755,513,469,-126,-181,Up
68,-719,510,551,-126,-226,Up
86,-720,513,568,-126,-226,Up
74,-738,515,518,-126,-181,Up
72,-734,515,535,-126,-226,Up
144,-852,558,370,-224,-135,Up
134,-851,545,370,-224,-135,Up
138,-774,516,452,-142,-135,Up
134,-755,515,485,-126,-135,Up
110,-824,512,386,-208,-181,Up
96,-818,503,386,-191,-181,Up
131,-843,537,370,-224,-135,Up
120,-836,524,386,-208,-181,Up
177,-833,543,370,-191,-90,Up
155,-821,543,386,-175,-90,Up
141,-849,564,370,-224,-90,Up
167,-845,552,353,-240,-135,Up
137,-797,531,419,-142,-90,Up
129,-795,533,436,-142,-135,Up
144,-809,548,386,-159,-90,Up
144,-800,543,403,-142,-135,Up
-67,-738,278,254,-224,-45,Up
-51,-771,294,287,-256,-90,Up
-81,-662,219,189,-191,0,Up
-69,-699,257,222,-208,0,Up
-4,-839,386,337,-289,-135,Up
18,-851,405,353,-289,-135,Up
-34,-815,318,287,-273,-45,Up
-25,-830,353,337,-256,-90,Up
80,-860,507,683,-273,-316,Up
53,-884,486,683,-289,-316,Up
129,-833,534,699,-256,-316,Up
105,-846,521,699,-256,-316,Up
-102,-597,144,90,-159,90,Up
-85,-629,188,139,-159,45,Up
44,-902,455,683,-322,-271,Up
422,-278,980,749,52,-407,Up
383,-270,989,749,85,-362,Up
363,-320,969,749,-12,-362,Up
414,-294,968,749,4,-362,Up
350,-236,989,716,85,-316,Up
333,-222,992,716,36,-226,Up
360,-261,995,732,101,-316,Up
357,-251,987,716,101,-316,Up
315,-381,929,831,20,-362,Up
324,-357,939,815,20,-362,Up
317,-416,894,848,20,-407,Up
311,-404,905,848,20,-407,Up
