@relation teachset-weka.filters.unsupervised.attribute.Remove-R1

@attribute ax numeric
@attribute ay numeric
@attribute az numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute Idle {Down,Idle,Up,Right,Left}

@data
-64,-657,629,683,-77,-45,Right
-15,-660,612,666,-44,0,Right
-49,-770,606,617,-61,-45,Right
-36,-746,611,633,-93,0,Right
-36,-810,600,600,4,-90,Right
-48,-794,600,617,-28,-45,Right
-18,-722,597,617,-142,45,Right
-21,-726,588,617,-126,-45,Right
-28,-722,605,617,-126,-45,Right
-186,-500,-426,-239,69,316,Right
-177,-533,-351,-74,4,316,Right
-150,-449,-528,-601,199,362,Right
-169,-473,-475,-420,134,316,Right
-144,-546,-103,337,-159,271,Right
-132,-564,-33,403,-159,226,Right
-159,-542,-277,90,-77,316,Right
-147,-546,-193,222,-126,316,Right
-117,-315,-816,-1804,52,543,Right
-90,-347,-774,-1540,85,543,Right
-262,-225,-852,-2397,150,724,Right
-196,-275,-843,-2067,69,588,Right
-118,-399,-664,-1030,216,452,Right
-135,-420,-600,-815,199,316,Right
-100,-377,-718,-1277,150,452,Right
-150,-900,395,683,-142,-181,Right
-172,-926,431,683,-142,-90,Right
-123,-854,329,650,-126,-135,Right
-120,-875,354,683,-110,-135,Right
-144,-941,474,699,-175,-135,Right
-130,-942,474,699,-191,-226,Right
-163,-941,450,699,-142,-181,Right
-153,-705,93,535,-126,90,Right
-163,-735,144,584,-110,45,Right
-117,-602,9,452,-159,181,Right
-126,-651,41,485,-159,135,Right
-144,-783,233,650,-142,-45,Right
-141,-825,290,633,-142,-45,Right
-153,-758,179,584,-142,0,Right
71,-444,1022,287,-93,0,Right
69,-452,1010,271,-93,0,Right
66,-446,1040,320,-93,0,Right
71,-440,1034,320,-93,0,Right
69,-459,986,238,-61,0,Right
65,-452,983,222,-44,0,Right
69,-462,1004,238,-93,0,Right
69,-456,996,254,-77,-45,Right
63,-425,1083,469,-126,-90,Right
87,-422,1064,436,-126,-135,Right
44,-426,1086,535,-93,-135,Right
44,-419,1091,502,-126,-135,Right
80,-449,1047,370,-93,-45,Right
65,-458,1043,353,-77,-45,Right
96,-432,1049,403,-110,-90,Right
62,-414,977,123,20,90,Right
57,-410,980,106,20,90,Right
69,-420,978,156,20,135,Right
72,-414,971,139,36,90,Right
74,-411,956,73,4,135,Right
69,-414,957,57,4,181,Right
60,-405,969,90,4,135,Right
56,-453,981,205,-12,90,Right
63,-452,978,205,-12,0,Right
59,-444,984,222,-44,0,Right
56,-449,986,222,-28,0,Right
65,-426,981,189,20,90,Right
69,-423,977,172,20,90,Right
62,-435,983,189,4,45,Right
-36,-588,698,815,-61,-135,Right
-19,-594,678,831,-93,-135,Right
-37,-552,720,782,20,-181,Right
-48,-576,711,798,4,-90,Right
20,-539,738,881,-126,-135,Right
14,-506,794,881,-110,-135,Right
2,-576,690,848,-126,-135,Right
-9,-659,599,732,-126,-135,Right
20,-633,605,732,-110,-135,Right
-76,-666,632,683,-93,-135,Right
-54,-669,620,683,-126,-45,Right
32,-552,672,798,-12,-90,Right
-1,-537,704,782,4,-181,Right
39,-602,644,749,-77,-90,Right
45,-456,1035,699,-44,-135,Right
54,-455,1038,666,-61,-135,Right
27,-456,993,782,-44,-135,Right
35,-456,1019,749,-44,-135,Right
60,-447,1067,600,-77,-135,Right
50,-438,1082,568,-93,-135,Right
59,-452,1047,633,-61,-135,Right
33,-507,881,848,-61,-135,Right
48,-518,875,848,-61,-135,Right
17,-497,840,881,-93,-135,Right
17,-489,870,864,-77,-135,Right
38,-482,929,831,-44,-135,Right
23,-465,962,815,-28,-135,Right
38,-507,894,831,-44,-135,Right
29,-357,926,123,-12,45,Right
32,-362,921,123,4,45,Right
51,-359,921,139,-12,45,Right
39,-360,924,106,20,0,Right
33,-366,924,123,20,0,Right
72,-377,911,139,20,45,Right
69,-374,912,156,20,45,Right
72,-384,911,156,20,90,Right
69,-354,915,139,4,45,Right
71,-362,911,139,20,45,Right
26,-359,930,106,4,0,Right
23,-359,929,90,20,45,Right
32,-357,933,106,-12,45,Right
21,-360,929,90,20,0,Right
18,-362,929,90,20,0,Right
51,-351,929,106,4,45,Right
48,-354,935,106,-12,45,Right
44,-356,927,106,20,45,Right
27,-359,933,106,-12,45,Right
29,-354,935,106,-28,0,Right
81,-332,926,172,134,181,Right
68,-323,932,172,134,135,Right
105,-329,909,139,101,135,Right
68,-324,893,271,216,135,Right
65,-318,915,222,183,135,Right
198,-264,918,156,85,226,Right
177,-279,917,156,85,135,Right
230,-257,927,189,69,271,Right
135,-318,915,156,118,135,Right
158,-296,920,156,101,181,Right
125,-375,932,156,-12,90,Right
119,-375,933,156,-28,90,Right
134,-378,924,156,-12,90,Right
83,-383,924,156,4,90,Right
110,-380,927,156,-12,90,Right
195,-402,929,156,-44,181,Right
174,-398,933,156,-28,135,Right
210,-405,920,156,-44,226,Right
137,-389,930,156,-12,135,Right
152,-396,935,156,-28,181,Right
27,-369,941,90,-12,45,Right
36,-365,944,90,-12,90,Right
23,-374,941,90,-12,135,Right
39,-366,939,106,4,90,Right
42,-365,947,90,-12,90,Right
39,-366,936,73,-12,135,Right
41,-365,935,57,-44,135,Right
41,-363,936,90,-12,90,Right
23,-371,936,73,-28,45,Right
29,-369,936,90,-28,90,Right
33,-372,944,90,-12,90,Right
36,-369,942,106,4,90,Right
44,-372,941,90,-28,90,Right
50,-372,936,106,20,90,Right
38,-374,941,106,4,90,Right
48,-372,936,106,4,45,Right
42,-372,933,90,-12,45,Right
36,-365,939,90,-12,45,Right
45,-371,936,90,-12,90,Right
44,-374,932,90,-12,90,Right
17,-353,932,73,-28,0,Right
17,-354,935,90,-12,45,Right
24,-351,930,73,-28,0,Right
12,-365,935,73,4,0,Right
17,-357,938,73,4,45,Right
23,-362,936,90,20,45,Right
27,-363,930,90,4,45,Right
20,-356,929,90,20,0,Right
29,-362,929,90,-28,45,Right
26,-360,927,90,-12,45,Right
17,-368,936,73,-28,135,Right
20,-372,936,73,-12,90,Right
17,-366,936,73,-44,90,Right
32,-363,932,73,4,90,Right
23,-366,929,57,-28,45,Right
36,-357,932,73,4,45,Right
38,-360,935,57,-44,45,Right
21,-359,935,73,-12,0,Right
18,-359,938,90,-44,45,Right
26,-357,936,57,-44,0,Right
-178,-3,1146,-502,-191,1719,Right
-154,-44,1122,-486,-175,1764,Right
-235,31,1172,-535,-175,1719,Right
-136,-23,1110,-420,-159,1719,Right
-163,-41,1088,-469,-208,1674,Right
-297,15,1029,-717,-289,1764,Right
-280,36,1095,-684,-240,1810,Right
-309,-17,1034,-733,-289,1764,Right
-258,54,1161,-585,-191,1764,Right
-283,48,1134,-634,-224,1810,Right
36,-179,1079,-206,-44,1493,Right
17,-183,1067,-173,-12,1583,Right
26,-146,1109,-189,-28,1493,Right
-58,-158,1124,-107,20,1448,Right
-15,-164,1100,-189,-61,1448,Right
-144,-51,1185,-338,-28,1629,Right
-132,-62,1182,-272,20,1629,Right
-136,-32,1160,-371,-77,1719,Right
-31,-101,1136,-206,4,1493,Right
-76,-72,1151,-239,20,1583,Right
-627,25,728,-618,-517,1493,Right
-597,36,794,-651,-501,1583,Right
-660,-2,666,-585,-501,1493,Right
-540,30,833,-717,-452,1719,Right
-583,25,833,-700,-468,1629,Right
-837,-24,630,-239,-322,1040,Right
-798,-30,620,-338,-387,1131,Right
-880,-11,638,-156,-273,905,Right
-708,-35,630,-502,-468,1357,Right
-750,-35,611,-420,-420,1267,Right
-274,72,1070,-749,-191,1764,Right
-249,55,1055,-733,-240,1764,Right
-301,90,1022,-749,-191,1764,Right
-228,6,1017,-733,-305,1719,Right
-225,31,1023,-733,-289,1764,Right
-462,16,845,-782,-354,1764,Right
-391,37,849,-799,-305,1764,Right
-472,16,848,-749,-403,1719,Right
-354,82,956,-799,-208,1764,Right
-364,54,911,-799,-224,1764,Right
35,-209,957,73,-44,271,Right
21,-225,951,90,-12,226,Right
63,-191,945,73,-61,316,Right
14,-252,942,57,4,271,Right
15,-242,945,90,20,271,Right
110,-216,981,73,-61,452,Right
122,-203,954,57,-77,452,Right
117,-218,993,90,-44,543,Right
86,-191,939,57,-77,362,Right
114,-198,941,73,-61,362,Right
266,-225,1014,189,36,452,Right
251,-231,993,189,52,407,Right
299,-218,1014,189,20,543,Right
248,-246,939,189,69,271,Right
254,-240,968,205,69,362,Right
374,-201,1032,172,36,859,Right
363,-218,1020,172,20,724,Right
360,-183,1053,172,69,905,Right
326,-210,1008,189,4,633,Right
344,-221,1014,172,4,678,Right
3,-170,1094,7,4,1086,Right
-6,-173,1089,24,20,1086,Right
36,-159,1079,-8,4,1221,Right
66,-171,1053,57,36,995,Right
38,-170,1065,40,20,1040,Right
36,-153,1089,-90,4,1402,Right
92,-153,1064,-58,-12,1267,Right
-48,-156,1128,-107,4,1402,Right
59,-164,1065,-41,-28,1176,Right
89,-156,1058,-41,-28,1221,Right
183,-221,978,90,4,678,Right
174,-219,980,90,4,678,Right
167,-213,986,106,69,814,Right
150,-212,998,73,-61,543,Right
162,-209,990,73,-44,588,Right
59,-176,1067,90,85,905,Right
69,-188,1061,106,101,905,Right
53,-173,1065,57,52,995,Right
131,-210,1013,106,101,814,Right
90,-206,1037,106,118,859,Right
-597,-150,1001,-74,-256,497,Left
-177,-128,1004,40,-44,45,Left
-471,-173,1004,57,-273,271,Left
-541,-162,1001,-8,-240,362,Left
-166,-123,1001,40,-28,45,Left
-175,-120,1001,40,-12,45,Left
-166,-123,999,40,-28,45,Left
-61,-156,1044,222,-191,45,Left
-108,-153,1032,222,-256,45,Left
-31,-167,1043,238,-93,45,Left
-259,-176,1019,156,-305,135,Left
-370,-179,1005,123,-289,181,Left
-171,-159,1031,205,-289,90,Left
-157,-126,996,40,-12,90,Left
-160,-123,1001,40,4,90,Left
-160,-128,996,40,-28,90,Left
-175,-125,998,57,-12,90,Left
-175,-129,998,40,-12,90,Left
-166,-129,996,40,4,90,Left
-189,-125,1001,40,-28,90,Left
-186,-125,1001,40,-44,45,Left
-177,-122,998,40,-12,90,Left
-163,-122,996,40,-44,45,Left
-168,-125,1001,40,-44,45,Left
-175,-122,1002,40,-44,90,Left
-292,-210,966,123,281,-724,Left
-274,-209,971,139,264,-633,Left
-285,-215,969,139,264,-769,Left
-220,-218,974,106,167,-497,Left
-205,-219,974,106,101,-452,Left
-247,-212,974,123,216,-633,Left
-175,-189,954,156,281,-1086,Left
-204,-189,966,156,248,-995,Left
-154,-189,971,156,330,-1086,Left
-259,-195,971,139,232,-905,Left
-265,-207,974,139,232,-859,Left
-223,-189,974,139,232,-950,Left
-139,-218,1041,172,199,-45,Left
-96,-203,1046,189,167,0,Left
-199,-234,1037,156,167,-90,Left
-15,-182,1044,222,85,90,Left
6,-176,1047,238,4,0,Left
-60,-195,1050,222,167,0,Left
-208,-242,989,123,-12,-271,Left
-255,-258,1004,123,-44,-362,Left
-184,-228,978,139,52,-452,Left
-261,-264,1022,123,36,-226,Left
-243,-254,1034,139,118,-45,Left
-264,-266,1011,123,4,-181,Left
323,51,1158,419,330,-1719,Left
272,45,1175,452,444,-1810,Left
407,27,1094,353,118,-1493,Left
369,42,1116,386,216,-1629,Left
177,7,1160,485,689,-1945,Left
114,9,1136,485,835,-1991,Left
239,28,1172,469,558,-1855,Left
686,4,1026,271,-44,-995,Left
656,-3,1047,287,-44,-1131,Left
723,-12,1004,254,-44,-859,Left
495,-23,1056,304,4,-1312,Left
438,3,1065,320,52,-1402,Left
591,-26,1062,304,-28,-1221,Left
-43,-98,1023,436,852,-2081,Left
-55,-89,1013,436,803,-2036,Left
-10,-90,1076,452,868,-2126,Left
-37,-101,1034,419,721,-1945,Left
-124,-137,1016,419,705,-1945,Left
-25,-78,1017,419,754,-1991,Left
155,37,1092,502,998,-2081,Left
185,34,1068,502,966,-2126,Left
111,33,1109,502,966,-2036,Left
44,-26,1088,502,868,-2126,Left
41,-42,1068,485,852,-2081,Left
141,1,1085,502,933,-2126,Left
-171,-134,992,57,4,90,Left
-169,-134,993,57,4,90,Left
-169,-135,993,57,4,90,Left
-169,-131,989,73,4,90,Left
-169,-131,986,73,4,135,Left
-169,-132,995,57,4,90,Left
-171,-132,995,40,-28,90,Left
-163,-132,995,40,-12,90,Left
-171,-131,996,40,-12,90,Left
-172,-137,989,57,4,90,Left
-169,-134,989,57,-12,90,Left
-169,-132,993,57,-12,90,Left
-183,-132,996,57,-12,45,Left
-178,-131,990,73,-28,90,Left
-177,-131,992,73,4,45,Left
-181,-122,1001,73,-12,45,Left
-181,-120,1004,57,-28,90,Left
-175,-131,995,57,-28,90,Left
-159,-140,989,73,-12,135,Left
-160,-135,990,73,4,90,Left
-169,-135,989,73,-12,135,Left
-168,-135,993,57,4,90,Left
-168,-131,990,57,4,90,Left
-168,-135,990,57,4,90,Left
-175,-102,998,24,-28,45,Left
-177,-102,1001,40,-28,135,Left
-174,-104,995,24,-28,45,Left
-178,-111,996,40,-12,135,Left
-175,-104,998,24,-44,90,Left
-178,-113,992,7,-61,135,Left
-178,-101,998,24,-28,45,Left
-193,-95,1017,57,-44,0,Left
-184,-93,1014,40,-61,45,Left
-190,-96,1016,57,-44,0,Left
-163,-92,999,40,-61,45,Left
-169,-98,995,24,-44,45,Left
-169,-93,1008,57,-61,45,Left
-168,-120,987,24,-12,90,Left
-172,-129,993,24,-28,45,Left
-162,-116,996,24,-28,90,Left
-177,-126,1002,24,-44,45,Left
-181,-119,1002,40,-28,90,Left
-181,-128,998,24,-28,90,Left
-181,-120,996,7,-61,90,Left
-178,-123,996,24,-44,135,Left
-180,-116,989,24,-28,90,Left
-178,-114,999,24,-44,90,Left
-165,-116,998,24,-44,0,Left
-174,-119,1002,24,-61,45,Left
-186,-107,990,90,-44,45,Left
-189,-105,990,90,-61,0,Left
-190,-108,996,90,-44,45,Left
-175,-101,998,90,4,0,Left
-181,-104,995,90,4,90,Left
-172,-104,996,90,-12,45,Left
-190,-125,1001,57,-44,0,Left
-186,-120,993,73,-28,45,Left
-190,-120,999,73,-44,90,Left
-196,-113,1004,73,-44,45,Left
-190,-111,996,73,-44,0,Left
-199,-120,998,90,-28,45,Left
-207,-98,1014,73,-44,45,Left
-187,-90,1002,73,-44,45,Left
-211,-98,1016,57,-44,0,Left
-186,-92,1013,57,-28,0,Left
-190,-93,1016,57,-28,45,Left
-183,-93,1010,73,-44,0,Left
-195,-101,995,106,-12,45,Left
-199,-104,1001,90,-28,45,Left
-193,-104,996,90,4,45,Left
-193,-86,1019,90,-12,45,Left
-211,-93,1016,90,-12,45,Left
-190,-101,1016,106,-12,0,Left
-136,-105,914,452,525,-1583,Left
-177,-122,950,419,542,-1583,Left
-126,-93,914,469,525,-1629,Left
-168,-131,962,386,525,-1493,Left
-136,-158,963,353,525,-1448,Left
-201,-122,951,403,542,-1538,Left
-118,-26,974,551,705,-1674,Left
-70,-3,965,551,672,-1674,Left
-139,-51,1002,551,705,-1719,Left
-33,-35,953,518,607,-1583,Left
-75,-74,939,502,591,-1629,Left
-51,-5,962,535,640,-1583,Left
-181,-176,1017,222,428,-1267,Left
-183,-194,1014,205,460,-1176,Left
-192,-167,1014,222,411,-1312,Left
-177,-188,971,189,428,-1176,Left
-154,-189,972,172,379,-1131,Left
-190,-200,987,189,444,-1221,Left
-154,-180,921,304,444,-1402,Left
-157,-183,930,271,411,-1357,Left
-151,-182,951,320,509,-1448,Left
-177,-182,957,238,346,-1357,Left
-175,-176,995,222,379,-1312,Left
-189,-182,942,254,362,-1357,Left
176,61,1190,403,69,-1583,Left
104,55,1164,436,85,-1629,Left
255,75,1224,353,85,-1538,Left
38,72,1146,485,167,-1674,Left
20,96,1167,535,264,-1674,Left
45,52,1157,452,101,-1629,Left
300,16,1259,90,281,-1131,Left
324,54,1265,139,330,-1267,Left
-183,-122,1010,40,-44,90,Left
387,88,1238,238,264,-1357,Left
314,82,1227,304,150,-1448,Left
378,84,1248,189,313,-1312,Left
-94,-15,1004,600,460,-1855,Left
-150,-27,1040,600,493,-1764,Left
-73,-15,1026,600,460,-1810,Left
-183,-47,1031,584,623,-1764,Left
-154,-51,1019,568,689,-1719,Left
-214,-38,1049,584,558,-1764,Left
29,79,1164,617,411,-1764,Left
-12,45,1151,633,444,-1764,Left
30,109,1161,600,346,-1719,Left
-85,19,1058,633,477,-1810,Left
-73,4,1037,600,477,-1810,Left
-63,24,1092,633,460,-1810,Left
-262,-353,882,57,346,-1040,Left
-279,-351,884,40,313,-995,Left
-246,-330,872,90,411,-1086,Left
-232,-339,879,73,379,-1086,Left
-289,-344,926,7,248,-905,Left
-292,-341,950,24,248,-814,Left
-274,-350,906,24,264,-950,Left
-207,-297,899,189,509,-1402,Left
-223,-306,873,156,493,-1312,Left
-178,-279,890,205,460,-1448,Left
-196,-300,878,123,460,-1176,Left
-226,-318,885,123,444,-1176,Left
-198,-299,866,139,477,-1312,Left
-189,-339,1023,-8,118,-543,Left
-186,-321,1034,24,134,-452,Left
-180,-339,1010,7,167,-497,Left
-186,-290,1080,57,167,-452,Left
-160,-269,1092,57,167,-407,Left
-184,-303,1055,7,134,-452,Left
-277,-324,986,7,232,-724,Left
-262,-329,989,7,232,-633,Left
-283,-333,971,7,232,-769,Left
-220,-339,995,7,216,-588,Left
-198,-339,998,7,150,-588,Left
-246,-335,995,7,232,-633,Left
56,-150,1023,353,395,-1538,Left
89,-140,1034,370,444,-1538,Left
41,-165,1047,337,330,-1538,Left
111,-159,1035,386,477,-1583,Left
83,-173,1014,386,444,-1583,Left
117,-140,1026,386,460,-1583,Left
318,-92,1085,222,167,-1493,Left
272,-89,1098,254,183,-1493,Left
344,-108,1064,189,150,-1448,Left
171,-132,1076,304,216,-1538,Left
99,-159,1056,320,248,-1493,Left
237,-110,1106,287,183,-1493,Left
-43,-209,930,320,477,-1583,Left
-33,-203,936,304,444,-1583,Left
-43,-225,917,304,460,-1538,Left
-124,-270,909,271,428,-1538,Left
-168,-275,884,254,477,-1402,Left
-60,-231,927,287,444,-1629,Left
30,-206,987,386,444,-1629,Left
-21,-219,971,370,428,-1583,Left
66,-185,996,386,444,-1583,Left
-48,-237,947,353,477,-1538,Left
-60,-240,927,304,460,-1583,Left
-19,-212,944,370,428,-1583,Left
-211,-176,864,-140,-93,0,Left
-199,-162,863,-107,-110,45,Left
-174,-209,875,-156,-12,0,Left
-202,-185,876,-140,-44,0,Left
-208,-146,861,-90,-93,45,Left
-234,-153,867,-74,-77,45,Left
-187,-158,858,-107,-110,0,Left
-220,-141,984,139,-208,0,Left
-256,-155,980,123,-208,0,Left
-205,-125,999,156,-208,0,Left
-280,-132,972,90,-175,0,Left
-102,-236,884,-173,20,0,Left
-285,-147,978,106,-191,-45,Left
-312,-144,932,73,-110,90,Left
-334,-132,942,73,-159,90,Left
-300,-156,918,73,-110,90,Left
-304,-120,956,73,-191,-45,Left
-277,-125,962,106,-175,0,Left
-334,-129,950,73,-175,0,Left
-267,-168,875,-25,-77,90,Left
-267,-159,879,-8,-93,90,Left
-253,-165,870,-58,-77,90,Left
-276,-164,887,24,-110,135,Left
-294,-171,903,57,-110,90,Left
-271,-158,884,7,-93,90,Left
-432,-138,1034,90,-224,-226,Left
-507,-104,1047,106,-208,-90,Left
-357,-185,1023,90,-224,-226,Left
-276,-107,1028,90,-44,90,Left
-286,-101,1038,106,-44,90,Left
-274,-110,1020,90,-61,90,Left
-75,-221,1113,90,101,-362,Left
-57,-198,1110,123,20,-362,Left
-112,-240,1107,90,167,-407,Left
-190,-218,1073,106,-142,-362,Left
-289,-216,1046,90,-208,-316,Left
-90,-203,1095,123,-61,-316,Left
-177,-110,1004,189,20,135,Left
-169,-111,1001,172,-28,45,Left
-202,-96,1022,172,36,90,Left
-178,-90,995,156,-126,45,Left
-193,-110,1004,172,-159,-45,Left
-171,-89,999,172,-61,0,Left
-288,-87,1047,123,-28,135,Left
-276,-83,1053,139,-28,90,Left
-286,-95,1043,106,-44,90,Left
-258,-84,1043,156,4,90,Left
-240,-92,1037,189,52,135,Left
-268,-83,1050,156,4,181,Left
-154,-369,962,156,101,-226,Left
-141,-378,966,156,118,-135,Left
-165,-339,947,156,69,-316,Left
-160,-353,950,156,69,-271,Left
-82,-399,936,172,134,-135,Left
-22,-404,917,156,118,-90,Left
-127,-389,954,172,134,-135,Left
-157,-311,957,57,150,-497,Left
-175,-312,966,90,101,-543,Left
-151,-312,948,57,199,-588,Left
-180,-324,947,123,52,-362,Left
-174,-332,944,123,36,-362,Left
-180,-318,953,106,69,-497,Left
35,-240,1025,90,150,-135,Left
-171,-123,1002,73,-12,90,Left
56,-273,998,90,85,-135,Left
-186,-122,995,57,4,135,Left
-195,-129,998,40,-12,135,Left
-174,-117,1001,57,4,135,Left
29,-384,917,139,52,-135,Left
63,-365,926,123,36,-90,Left
6,-393,911,156,101,-135,Left
87,-335,956,90,-12,-135,Left
69,-302,984,73,4,-90,Left
96,-347,935,90,-12,-135,Left
-189,-201,1059,304,689,-1674,Left
-276,-240,996,254,656,-1629,Left
-117,-144,1070,304,721,-1719,Left
-264,-230,948,205,591,-1493,Left
-246,-218,984,189,542,-1493,Left
-286,-248,948,222,607,-1538,Left
-214,-180,968,370,754,-1900,Left
-208,-185,966,337,803,-1855,Left
-172,-164,993,403,721,-1945,Left
-154,-150,1022,287,819,-1810,Left
-132,-125,1053,287,770,-1764,Left
-193,-174,995,304,819,-1855,Left
-259,-306,962,73,346,-950,Left
-237,-309,954,57,346,-859,Left
-244,-296,957,90,379,-905,Left
-189,-315,945,40,281,-678,Left
-160,-314,945,40,232,-633,Left
-214,-309,948,73,330,-769,Left
-268,-233,1022,156,493,-1312,Left
-277,-255,1001,189,493,-1267,Left
-252,-218,1016,205,542,-1357,Left
-228,-272,957,139,379,-1176,Left
-229,-284,957,123,362,-995,Left
-243,-269,969,139,428,-1176,Left
-202,-113,986,73,-93,0,Left
-205,-116,990,73,-77,135,Left
-201,-110,992,57,-110,135,Left
-202,-122,992,57,-93,0,Left
-181,-129,987,73,-93,90,Left
-208,-117,993,73,-77,90,Left
-181,-114,1014,90,-28,90,Left
-171,-111,1002,90,-61,45,Left
-193,-113,1008,73,-28,0,Left
-202,-119,993,57,-110,45,Left
-204,-110,992,90,-110,0,Left
-178,-114,999,90,-77,45,Left
-234,-120,1002,73,-93,45,Left
-244,-125,1008,90,-77,90,Left
-235,-125,1002,73,-93,45,Left
416,-122,1025,156,85,-1402,Left
359,-116,1062,172,134,-1402,Left
-264,-114,1016,90,-77,45,Left
-211,-117,989,73,-126,45,Left
-214,-108,992,57,-126,45,Left
-202,-131,986,73,-110,90,Left
-228,-117,993,73,-110,135,Left
-240,-126,1002,90,-110,45,Left
-214,-105,995,90,-126,45,Left
-211,-135,986,24,-44,0,Left
-231,-137,986,-8,-44,-45,Left
-198,-128,995,-8,-77,45,Left
-267,-129,987,24,-44,-45,Left
-271,-126,990,24,-61,-45,Left
-252,-137,989,7,-28,0,Left
-213,-129,999,40,-44,90,Left
-219,-128,1004,24,-61,90,Left
-202,-129,993,40,-28,90,Left
-219,-122,1013,24,-93,90,Left
-204,-122,1004,24,-93,45,Left
-217,-125,1011,24,-93,90,Left
-223,-123,1008,90,-61,45,Left
-216,-122,1005,90,-44,90,Left
-216,-117,1011,90,-61,45,Left
-216,-126,1005,90,-12,90,Left
-205,-116,1005,73,-28,0,Left
-217,-129,1004,90,-44,45,Left
-268,-131,980,24,-93,-45,Left
-270,-137,977,40,-93,-90,Left
-268,-126,987,24,-93,-45,Left
-190,-114,1002,73,-44,135,Left
-204,-120,1013,90,-61,45,Left
-262,-135,974,24,-77,-90,Left
